Text,Datetime,Location,Hashtags
cde cyril matamela ramaphosa 13th president african national congress 2440 votes anc54 anc,17:12:18 22:24:55,"Sandton, South Africa","['RAMAPHOSA', 'ANC54', 'ANC']"
correction election top 6 anc,17:12:18 20:40:07,"Johannesburg, South Africa",['ANC']
ancelectiveconference done dusted let ancnec give us reasons vote anc come 2019 guptasmustfall wmcmustfall implement radicalecomictransformation dabbingmustfall,17:12:18 20:31:23,"Durban, South Africa","['ANCElectiveConference', 'ANCNEC', 'ANC', 'GuptasMustFall', 'WMCMustFall', 'RadicalEcomicTransformation', 'DabbingMustFall']"
hope opposition parties learned anc preaching women leadership actually vote women thanks ec true ls17 ancdecided anc54,17:12:18 20:22:54,South Africa,"['ANC', 'EC', 'LS17', 'ANCdecided', 'ANC54']"
myanc54 cr17 future bright congratulations sir feel anc know back come 2019 vote,17:12:18 18:52:28,"Pretoria, South Africa","['MYANC54', 'CR17', 'ANC']"
today outcome effectively stalemate effectively ramaphosa faces difficult task renewal rebuilding anc insufficient mandate loyalties might shift favour though executive authority govt watch nec votes,17:12:18 18:46:31,"Gqeberha, South Africa","['Ramaphosa', 'ANC']"
im glad two tsotsis top 6 eish still voting anc,17:12:18 18:41:41,Soweto,['ANC']
watching anc54 election reaction sure anc doomed go liberation movements trying turn political party simply work different,17:12:18 18:36:03,South Africa,"['ANC54', 'ANC', 'liberation', 'SouthAfrica']"
zulus seize vote anc hope anc54 ancconference ancdecides2017,17:12:18 18:31:17,Johannesburg,"['ANC', 'ANC54', 'ANCConference', 'ANCdecides2017']"
moment jacobzuma realized ndz17 president anc oh look extremely happy anc54 ancvotes ancconference2017 cyrilramaphosa cr17 cyril cyrilramaphosasapresident victory happy satisfied excited,17:12:18 18:21:31,South Africa,"['JacobZuma', 'NDZ17', 'ANC', 'ANC54', 'ANCVotes', 'ANCConference2017', 'CyrilRamaphosa', 'CR17', 'Cyril', 'CyrilRamaphosaSAPresident', 'SouthAfrica', 'Victory', 'Happy', 'Satisfied', 'Excited']"
2019 elections gonna anc gona send u packing taking metros bek cr17basopa washa mlungu,17:12:18 18:10:17,"Johannesburg, Alexander ","['ANC', 'Metros']"
white people wont vote anc even though supported ramaphosa control stellenboschmafia,17:12:18 18:00:17,"Germiston, South Africa","['ANC', 'Ramaphosa', 'StellenboschMafia']"
jessie female anc must voted still lots complacency,17:12:18 17:59:29,"Joburg, South Africa",['anc']
landslide votes top6 positions despite ramaphosa taking president doesnt look like something worth cheering branch rejection dodgy leadership apparently anc hasnt learnt anything anc54,17:12:18 17:56:25,"Cape Town, South Africa","['Top6', 'Ramaphosa', 'ANC', 'ANC54']"
people voted cr17 also voted ace magashule david mabuza anc anc54 ancdecides2017 ancconference,17:12:18 17:47:39,Johannesburg,"['CR17', 'ANC', 'ANC54', 'ANCdecides2017', 'ANCConference']"
politics deputy president cyril ramaphosa chosen lead southafricas ruling anc party ramaphosa 2440 votes 2261 rival nkosazana dlaminizuma,17:12:18 17:39:14,"Cape Town, South Africa","['SouthAfrica', 'ANC']"
lame duck president vote anc 2019 better suffer rule ndz family thieves longer ancdecides2017,17:12:18 17:37:29,South Africa,"['ANC', 'ANCdecides2017']"
straight fight cr17 ndz slates delivered divided anc road cr17 difficult deliver econ growth 2019 election victory two linked,17:12:18 17:36:48,Pretoria,"['CR17', 'NDZ', 'ANC', 'CR17']"
magashule secretarygeneral anc anc54 yoh happy election,17:12:18 17:35:37,South Africa,"['Magashule', 'ANC', 'ANC54']"
former union leader turned millionaire ramaphosa wins election anc president,17:12:18 17:31:27,Johannesburg,"['SouthAfrica', 'Ramaphosa', 'ANC']"
unity anc huuuuwi4000 vote counting took longer national elections counting ho dlalwa ka rona maaan anc54,17:12:18 17:27:09,Johannesburg,"['ANC', 'ANC54']"
anc delegates care south africans audacity vote ace magashule flipping disrespectful anc54 anc,17:12:18 17:23:33,"Pretoria, South Africa","['ANC54', 'ANC']"
well done anc voting cyrilramaphosa president go fix,17:12:18 17:20:36,"Midstream, South Africa","['anc', 'CyrilRamaphosa', 'SouthAfrica']"
congratulations anc played see 2019 election anc54 voting zuma apologists like jesseduarte thugs like acemagashule dont take south africans seriously,17:12:18 17:16:10,South Africa,"['ANC', 'ANC54', 'Zuma', 'JesseDuarte', 'AceMagashule']"
looking candidates votes quite clear anc split right middle,17:12:18 17:15:41,South Africa,['ANC']
treasurergeneral elections paul mashatile 2517 votes maite nkoanemashabane 2178 votes mashatile anc treasurergeneral,17:12:18 17:14:51,"Cape Town, South Africa",['ANC']
breaking ace magashule wins secretary general position anc 2360 votes senzo mchunus 2336 votes incredibly close margins tens hundreds ancnec anc54,17:12:18 17:10:15,South Africa,"['ANC', 'ANCNEC', 'ANC54']"
cr17 slimmest votes salvage 2019 elections anc biggest workload still lies ahead trying reunite party,17:12:18 17:08:34,"Johannesburg, South Africa",['ANC']
secretarygeneral elections senzo mchunu 2336 votes ace magashule 2360 votes magashule anc secretarygeneral,17:12:18 17:08:31,"Cape Town, South Africa",['ANC']
many anc delegates set resign following result anc54 viva cr17 viva still voting anc 2019,17:12:18 17:06:26,South Africa,"['ANC', 'ANC54', 'CR17']"
anc national chair elections gwede mantashe 2418 votes nathi mthethwa 2269 mantashe national chairman,17:12:18 17:04:32,"Cape Town, South Africa",['ANC']
anc 54 national chairperson gwede mantashe 2418 votes nathi mthethwa 2269 mantashe national chairperson,17:12:18 17:03:51,South Africa,['ANC']
anc deputy president vote dd mabuza 2538 votes lindiwe sisulu 2159 mabuza deputy anc president,17:12:18 17:01:58,"Cape Town, South Africa",['ANC']
cr17 comes victorious goes corrupt leadership anc still chance lobby 2019 vote,17:12:18 17:00:46,"Johannesburg, South Africa","['CR17', 'ANC']"
fact ndz still got many votes means still many fools supporting zuma mentality anc,17:12:18 16:59:15,Cape Town,['ANC']
anc president election cyril ramaphosa 2440 votes nkosazana dlaminizuma 2261 votes ramaphosa anc president,17:12:18 16:58:24,"Cape Town, South Africa",['ANC']
anc votes cyrilramaphosa,17:12:18 16:58:22,SOUTH AFRICA,"['ANC', 'votes', 'CyrilRamaphosa']"
final votes ndz 2261 ramaphosa 2440 votes ramaphosa wins anc presidency anc54 anc,17:12:18 16:58:14,"Johannesburg, South Africa","['ANC54', 'ANC']"
cyrilramaphosa voted anc president story follow,17:12:18 16:57:54,"Johannesburg, South Africa","['CyrilRamaphosa', 'ANC']"
votes ndz 2261 cr27 2440 cyril ramaphosa president anc,17:12:18 16:57:25,South Africa,"['NDZ', 'CR27', 'ANC']"
ancdecides2017 cyril ramaposa party leader anc r moves 3 year high 2 major currencies 2440 votes,17:12:18 16:57:08,South Africa,"['ANCdecides2017', 'ANC', 'votes']"
anxiously waiting voting results anc 54,17:12:18 16:42:19,"Nelspruit, South Africa",['ANC']
cr17 decide go ndz surrender vote anc,17:12:18 16:42:01,"Johannesburg, South Africa","['CR17', 'ANC']"
anc news agency says heard dlaminizuma lost election pushed recount true would explanation delay,17:12:18 16:39:46,"Johannesburg, South Africa",['ANC']
possible recount results anc 54 ancelection,17:12:18 16:27:07,South Africa,"['anc', 'ancelection']"
cr17 doesnt win vote wont going anc,17:12:18 16:20:04,"Pretoria, South Africa","['CR17', 'ANC']"
7 end anc rule 2019 election cyril wins wmc create unstable situation wmc party take back south african,17:12:18 16:09:48,"Cape Town, South Africa","['Anc', 'WMC', 'WMC']"
really think anc54 elective conference run like one multitalent competition shows showing physical mental prowess duress allow anc members register vote via id number,17:12:18 16:05:46,"Johannesburg, South Africa","['ANC54', 'ANC']"
anc presidential election results announced shortly boy girl ramaphosa dlaminizuma anc54 ancconference17,17:12:18 15:57:50,"Johannesburg, South Africa","['ANC', 'Ramaphosa', 'Dlamini', 'ANC54', 'ANCconference17']"
breaking news election results ancelectiveconference2017 anc54 anc expected announced minute independent election agency already venue supporters ndz cr17 singing dancing via kenzie,17:12:18 15:57:05,"Johannesburg, South Africa","['ANCElectiveConference2017', 'ANC54', 'ANC', 'NDZ', 'CR17']"
breaking news election results ancelectiveconference2017 anc54 anc expected announced minute originally due announced 5pm independent election agency already venue supporters ndz cr17 singing dancing,17:12:18 15:55:25,South Africa,"['ANCElectiveConference2017', 'ANC54', 'ANC', 'NDZ', 'CR17']"
true vote goes anc cr17 anc54,17:12:18 15:40:40,"Giyani, South Africa","['ANC', 'CR17', 'ANC54']"
waiting results anc presidential election like watching final thats already time team still win suspense anc54,17:12:18 15:28:13,"Bloemfontein, South Africa","['ANC', 'ANC54']"
2014 anc told masses voting zuma organisation well wonder ir 2019generalelections gonna story,17:12:18 15:20:28,"Cape Town, South Africa","['ANC', '2019generalelections']"
time anc elections results,17:12:18 15:15:30,"Calvinia, South Africa",['ANC']
anc national executive committee member david mahlobo says delegates avoid emotional attachments candidate voted results announced real work begins anc54,17:12:18 14:28:07,"Bloemfontein, South Africa","['ANC', 'Mahlobo', 'ANC54']"
tip anc vote cyril ramaphosa also explains dominant south african political party crossroads abctheworld,17:12:18 14:26:47,"South Africa, Belgium, Spain","['ANC', 'ABCTheWorld']"
tip anc vote cyril ramaphosa also explains dominant south african political party crossroads abctheworld,17:12:18 14:21:48,South Africa,"['ANC', 'ABCTheWorld']"
mmusi da must stop annoying smss disruptive hoax calls theyll lose vote 2019 dont like anc,17:12:18 14:17:58,"Diepsloot, South Africa",['ANC']
political analyst calls anc voting reform,17:12:18 14:14:09,"Bloemfontein, South Africa",['ANC']
anc supporters gathered outside nasrec ahead presidential elections results ancelectiveconference2017,17:12:18 14:10:58,South Africa,"['ANC', 'ANCElectiveConference2017']"
anc supporters gathered outside nasrec ahead presidential elections results ancelectiveconference2017,17:12:18 14:10:55,"South Africa, Johannesburg","['ANC', 'ANCElectiveConference2017']"
anc adopt clear ancpolicy ret ancelectiveconference2017 become clear talk ret election rhetoric cannot ever believe 2019 far away see,17:12:18 13:59:15,South Africa,"['ANC', 'ANCPolicy', 'RET', 'ANCElectiveConference2017']"
anc sales natives votes ramaphosa sale,17:12:18 13:32:56,"Johannesburg, South Africa","['ANC', 'Ramaphosa']"
zuma many roles losing voters increasing factionalism destroying triparte alliance dragging anc numerous political court battles ultimately zumas main role lead cause demise great party anc anc54 ancec,17:12:18 13:10:23,"Pretoria, South Africa","['Zuma', 'ANC', 'ANC54', 'ANCEC']"
news24 editor dont u take action ramaphosa trying collapse 54th anc elective conference vote rigging offense punished ramaphosaleaks gauteng anc54,17:12:18 10:58:15,"Johannesburg, South Africa","['Ramaphosa', 'ANC', 'ramaphosaleaks', 'ANC54']"
mde closest contested elections anc thinks cr win ensure positive outcome taking party different path anc54,17:12:18 10:50:53,"Bloemfontein, South Africa","['ANC', 'ANC54']"
mixed messages anc delegates say voting ended counting could take several hours leader announced,17:12:18 10:39:30,"Johannesburg, South Africa",['ANC']
anc looks like counting votes happening long take yesterday simple head count took hours,17:12:18 10:31:08,"Johannesburg, South Africa",['ANC']
even whites accepting whitemonopolycapital wmc much prevalent wmc stands corruption plunder economy anc54 anc voting,17:12:18 10:27:14,South Africa,"['whitemonopolycapital', 'WMC', 'ANC54', 'ANC']"
result close call anc vote markets edge,17:12:18 10:27:01,Johannesburg,"['SouthAfrica', 'ANC']"
ancdecides election best repait damage done anc reputation zuma,17:12:18 09:53:42,"Milnerton, South Africa","['ANCDecides', 'ANC', 'Zuma']"
ancdecides election best repait damage done anc reputation zuma unfortunately one candidate married second command last number years inspire much confidence repairing,17:12:18 09:53:34,"Milnerton, South Africa","['ANCDecides', 'ANC', 'Zuma']"
aware ramaphosa bribing anc delegates crossing every single limit win ancpresidency whitemedia ignoring journos silent anc54 cr17 ancelectiveconference ancdecides ancvotes,17:12:18 09:43:53,"Johannesburg, South Africa","['Ramaphosa', 'ANC', 'ANCPresidency', 'WhiteMedia', 'ANC54', 'CR17', 'ANCElectiveConference', 'ANCDecides', 'ANCVotes']"
mixed outcome directionless ultimately weakened anc da looking forward 2019 muchelections2019 2019 generalelection,17:12:18 09:41:03,"Durban, South Africa","['ANC', 'Elections2019', 'generalelection']"
never unity anc elections pretence order ancconference ramaphosa rid guptas puppets,17:12:18 09:38:26,South Africa,"['ANC', 'ANCConference', 'Ramaphosa', 'Guptas']"
ndz win guptas safe anc problems 2019 elections ancconference2017,17:12:18 09:32:14,Pretoria,"['NDZ', 'ANC', 'ANCConference2017']"
breaking news ancelectiveconference2017 anc54 reports voting ended process counting begin election results announced 2pm today ndz ramaphosa cr17 anc ancdecides,17:12:18 09:26:57,South Africa,"['ANCElectiveConference2017', 'ANC54', 'NDZ', 'Ramaphosa', 'CR17', 'ANC', 'ANCDecides']"
lets aware anc delegates ramaphosas dirty politics please share lets stop ramaphosa vote buying cr17 anc54 ancelectiveconference,17:12:18 09:24:24,"Johannesburg, South Africa","['ANC', 'Ramaphosa', 'Ramaphosa', 'CR17', 'ANC54', 'ANCElectiveConference']"
voting anc leadership completed wait results anc nec54 day3 anc54,17:12:18 09:19:57,"Midrand, South Africa","['ANC', 'NEC54', 'Day3', 'ANC54']"
applies every anc member parliament anc voter surely,17:12:18 09:07:22,Cape Town,"['ANC', 'ANC']"
ramaphosa president anc vote rigging would help demolish various tools justice including court anc54 ndz17 womenempowerment supportndz dlaminizuma supportdlamini supportret,17:12:18 08:58:43,"Johannesburg, South Africa","['Ramaphosa', 'ANC', 'ANC54', 'NDZ17', 'WomenEmpowerment', 'SupportNDZ', 'DlaminiZuma', 'SupportDlamini', 'SupportRET']"
last four provinces continue vote anc leadership calls anc members respect accept outcome polls anc54,17:12:18 08:48:11,"Bloemfontein, South Africa","['ANC', 'ANC54']"
gauteng delegates casting ballots anc conference nasrec last province mammoth voting process determine partys next president anc54 ancdecides2017,17:12:18 08:42:12,"Bloemfontein, South Africa","['ANC', 'Nasrec', 'ANC54', 'ANCdecides2017']"
ndz17s victory fruit bearing tree anc 5 things make us proud abt dlaminizuma support ret support education woman empowerment educated experience socialist ancvotes anc54 points,17:12:18 08:33:06,"Johannesburg, South Africa","['NDZ17', 'ANC', 'DlaminiZuma', 'RET', 'ANCVotes', 'ANC54']"
ndz president 2019 leader anc lose election2019 junk,17:12:18 08:27:32,South Africa,"['NDZ', 'ANC', 'Election2019']"
either vote anc dont vote,17:12:18 07:56:18,South Africa,['ANC']
anc54 voting anc leader replace zuma continues,17:12:18 07:38:44,"Cape Town, South Africa","['ANC54', 'ANC', 'Zuma']"
ramaphosa wins anc54 burn whole south africa wmc openly bully blacks openly spread corruption giving vote ramaphosa anc delegates keep mind anc54 ancelectiveconference ancdecides2017,17:12:18 07:27:17,"Johannesburg, South Africa","['Ramaphosa', 'ANC54', 'WMC', 'Ramaphosa', 'ANC', 'ANC54', 'ANCElectiveConference', 'ANCdecides2017']"
latenight change plan gauteng province left vote anc race handcounting votes begins,17:12:18 07:17:36,"Johannesburg, South Africa",['ANC']
anc looking short term bcos ndz17 surrounded crooks 2019 voted government people last say,17:12:18 07:16:26,"Cape Town, South Africa","['ANC', 'NDZ17', 'SouthAfrica']"
true think opposition aware educate voterssocial grantsrdppension electricity provision anc sitting govt responsibility,17:12:18 07:08:35,"MIDRAND,SOUTH AFRICA",['ANC']
hours go twitterpoll cr17 still ahead twitterland whats going reality watching bated breath ancconference ancvotes anc anc54 ancconference2017 anc54conference,17:12:18 07:08:28,"Cape Town, South Africa","['TwitterPoll', 'CR17', 'ANCConference', 'ANCVotes', 'ANC', 'ANC54', 'ANCConference2017', 'ANC54Conference']"
breaking news press release votebuying ancelectiveconference2017 anc anc54 ancdecides,17:12:18 06:53:23,South Africa,"['VoteBuying', 'ANCElectiveConference2017', 'ANC', 'ANC54', 'ANCdecides']"
trying collapse anc elective conference ramaphosa president anc vote rigging would help demolish various tools justice including court,17:12:18 06:52:13,"Roodepoort, South Africa","['ANC', 'Ramaphosa', 'ANC']"
ramaphosa trying hard destroy anc elective conference even tried buy votes delegates supporting ndz17 aware wrongdoings marikana ramaphosaleak silence speaks everything,17:12:18 06:52:03,"Johannesburg, South Africa","['Ramaphosa', 'ANC', 'NDZ17', 'Marikana', 'Ramaphosaleak']"
president anc yes president republic south africa doubts 55 anc win elections2019 great achievement,17:12:18 06:46:19,"MIDRAND,SOUTH AFRICA","['ANC', 'elections2019']"
anc provinces except gauteng voted delegates gauteng set begin,17:12:18 06:45:15,South Africa,['ANC']
media channels sold wmc wmc fully supporting cr17 anc elections ramaphosa becomes president whites grace rule market public private vote people vote nation womanizer murderer anc54,17:12:18 06:33:21,South Africa,"['WMC', 'WMC', 'CR17', 'ANC', 'Ramaphosa', 'whites', 'Womanizer', 'Murderer', 'ANC54']"
anc 54 voting rules barred delegates taking cellphones even watches smart otherwise voted prevent rerun party polokwane conference 2007,17:12:18 06:30:13,"Johannesburg, South Africa",['ANC']
dirty media trick declared cyrilramaphosa wins anc presidency voting till complete calls skill fakenews trying distract people wmc orders,17:12:18 06:27:34,South Africa,"['CyrilRamaphosa', 'ANC', 'FakeNews', 'WMC']"
anc long night still finished voting,17:12:18 06:27:19,"Johannesburg, South Africa",['ANC']
must admit anc process seems transparent minor glitches ancdecides ancvotes anc54,17:12:18 06:15:34,South Africa,"['ANC', 'ANCdecides', 'ANCvotes', 'ANC54']"
delegates voting night anc top six leadership,17:12:18 06:07:03,"Bloemfontein, South Africa",['ANC']
anc54 anc spokesperson zizi kodwa says anc rally behind whoever becomes party president voting anc top six continues party national elective congress nasrec south johannesburg ancconference,17:12:18 05:43:31,South Africa,"['ANC54', 'ANC', 'ANCConference']"
cartoonist schedule today hang anc finished fiddlinguh counting votes announce result ancconference,17:12:18 05:37:20,South Africa,"['ANC', 'ANCConference']"
dear anc delegates please think vote wisely vote ramaphosa vote wmc need get rid leaders sold us vote dlaminizuma vote ret supportdlamini betterment nation ready ndz17 anc54 ancelectiveconference,17:12:18 05:19:19,"Johannesburg, South Africa","['ANC', 'Ramaphosa', 'WMC', 'DlaminiZuma', 'RET', 'SupportDlamini', 'NDZ17', 'ANC54', 'ANCElectiveConference']"
want anc back canvas leading 2019 general elections without baggageaaaaaamandla,17:12:18 05:03:05,South Africa,['ANC']
twitter universe voting open cast vote anc president dlaminizuma ramaphosa vote,17:12:18 04:57:03,"Johannesburg, South Africa",['ANC']
rand reaches 3month high anc prepares vote,17:12:18 04:30:00,South Africa,"['Rand', 'ANC']"
position 36 going numbers say top two messing around may anc much work convince bornfree cleverblacks worth elections2019,17:12:18 03:54:38,"MIDRAND,SOUTH AFRICA","['ANC', 'elections2019']"
four provinces go anc top6 voting nasrec gauteng kzn limpopo eastern cape north west 2 hours,17:12:18 03:27:52,"Pretoria, South Africa",['ANC']
im anc supporter loyal citizen hope happens election thieves successful,17:12:18 03:26:00,Cape Town,['ANC']
anc really must sort whole election system uncontrolled perfect corruption manipulation perhaps deliberately branch delegates must mandated advance branch choices exposed lobbying bribery democracy joke,17:12:18 03:22:46,Cape Town,['ANC']
four provinces go anc top6 voting nasrec gauteng kzn limpopo eastern cape north west 2 hours,17:12:18 03:21:12,"Johannesburg, South Africa",['ANC']
anc54 voting anc national officials top6 began midnight sunday initially supposed monday decision rescinded results expected announced today,17:12:18 03:11:27,South Africa,"['ANC54', 'ANC', 'Top6']"
anc votes elect successor party leader zuma,17:12:18 02:45:27,South Africa,['ANC']
anc54 eban voting buh said theyll vote morning kodwa anc e rata dilo tsa mafifi yaz,17:12:18 01:42:27,"Pretoria, South Africa","['ANC54', 'ANC']"
breaking news anc spokesman zizi kodwa advises anc members take money still vote conscience ancvotes ancconference votebuying bribery corruption ancconference2017,17:12:18 00:18:43,South Africa,"['ANC', 'ANCVotes', 'ANCConference', 'VoteBuying', 'Bribery', 'Corruption', 'ANCConference2017']"
challenges facing anc leadership 1 unity 2 2019 elections 3 implementing ret 4 addressing structural inequalities poverty unemployment 5 ratings downgrade 6 funding freeeducation 7 inclusive growth quality jobs 8 corruption 9 soe,17:12:17 23:30:52,South Africa,"['ANC', 'RET', 'FreeEducation']"
voting anc national officials begun anc54 jacob zuma style mrmidnight reshuffle,17:12:17 23:00:47,"Tzaneen, South Africa","['ANC', 'ANC54']"
rt voting anc national officials begun anc54,17:12:17 22:45:36,South Africa,"['ANC', 'ANC54']"
voting anc national officials begun anc54,17:12:17 22:27:16,South Africa,"['ANC', 'ANC54']"
anc spokesman zizi kodwa says voting top6 postponed purely logistical practical reasons wouldve ended 6am,17:12:17 22:19:26,"Pretoria, South Africa",['ANC']
mentality ant apply wl vote anc regardless venda zulu anc grunt,17:12:17 22:17:46,South africa ,"['ANC', 'ANC', 'grunt']"
anc conference running least behind schedule voting zuma successor delayed tomorrow 3 5,17:12:17 21:38:06,"Johannesburg, South Africa",['ANC']
anc seems party delegates long night nasrec elections start done groups 200 4776 voting delegates easily take early morning,17:12:17 20:14:22,"Johannesburg, South Africa",['ANC']
tense night republic kodwa reassured fact voting eff 2019 anc must properly learn word coalition government angithi hear skin,17:12:17 19:27:25,Johannesburg,"['EFF', 'ANC']"
ancconference2017 election system disenfranchises branch democratic rights mandated branch delegates influenced lobbying bribery vote differently sums anc corruption much democracyblatant stealing,17:12:17 18:19:49,Cape Town,"['ANCConference2017', 'ANC', 'RSA']"
delegates ahead anc election party president 5 top officials anc54thnationalconference,17:12:17 18:06:06,Johannesburg,"['ANC', 'ANC54thNationalConference']"
goes show deceitful unpredictable politicians whats zwelimkhize withdrawing dp position anc54 ancconference ancconference2017 ancvotes anc ndz17 cr17 cr17siyavuma,17:12:17 17:34:13,South Africa,"['ZweliMkhize', 'ANC54', 'ANCConference', 'ANCConference2017', 'ANCVotes', 'anc', 'NDZ17', 'CR17', 'CR17SIYAVUMA']"
worse david mabuza dp anc hopefully elections2019,17:12:17 17:06:06,"MIDRAND,SOUTH AFRICA","['ANC', 'elections2019']"
anc54 dear lord may anc delegates please vote conscience stomachs amen,17:12:17 16:48:53,South Africa,"['ANC54', 'anc']"
anc54 important positions president sg cr17 senzo mchunu anyone else positions destroy anc country ancconference2017 ancvotes ancconference ancelectiveconference cr17siyavuma,17:12:17 16:38:49,South Africa,"['ANC54', 'CR17', 'anc', 'ANCConference2017', 'ANCVotes', 'ANCConference', 'ANCElectiveConference', 'CR17SIYAVUMA']"
anc54 pres cr17 dp lindiwe sisulu chair gwede mantashe sec senzo mchunu ds lungiswa trea paul mashatile bring back life rotten anc good luck delegates vote hearts minds opposition proudly da,17:12:17 16:38:30,Johannesburg,"['ANC54', 'CR17', 'ANC', 'DA']"
anc arguing producing id voting insist using entry cards vulnerable duplication,17:12:17 16:05:12,"Soweto, South Africa",['ANC']
feel sorry baleka mbete stress parliament chair conference ancdecides ancvotes ancelectiveconference2017 anc54 anc,17:12:17 16:02:08,"Johannesburg, South Africa","['ANCDecides', 'ANCVotes', 'ANCElectiveConference2017', 'ANC54', 'ANC']"
anc take bribes cadre voting booth remember power sexually transmitted,17:12:17 14:19:16,Cape town,['anc']
ramaphosa camp started vote buying process cost cr17 want presidency prove master rupert worthless worth making person whites since joined anc novoteramaphosa anc54 ancconference ancconference2017,17:12:17 14:11:54,South Africa,"['Ramaphosa', 'Vote', 'CR17', 'Rupert', 'Whites', 'ANC', 'NoVoteRamaphosa', 'ANC54', 'ANCConference', 'ANCConference2017']"
anc54 ramaphosa trying buy anc delegates votes expense bidvest luxury stay true,17:12:17 13:46:59,South Africa,"['ANC54', 'Ramaphosa', 'ANC', 'Bidvest']"
davidmabuza unity referring ndz17 associated self crooks im afraid happen elections2019 sith pres mabuza ad dp anc,17:12:17 12:53:48,"MIDRAND,SOUTH AFRICA","['DavidMabuza', 'NDZ17', 'elections2019', 'ANC']"
zikalala nkosazana win 300 votes anc decides anc54 dstv405,17:12:17 12:35:22,"Midrand, South Africa","['ANC', 'ANC54', 'Dstv405']"
look leaked whatsapp images clearly stating ramaphosa bribing voters making every possible action win anc election win hook crook anc54 ancconference2017 ancconference dlaminizuma ndz17,17:12:17 12:19:53,South Africa,"['Ramaphosa', 'ANC', 'ANC54', 'ANCConference2017', 'ANCConference', 'DlaminiZuma', 'NDZ17']"
whatll take restore confidence national government politicians stop lootingfactionalism etc focus managing would vote anc next elections poll ancconference ancvotes anc anc54 ancconference2017 anc54conference,17:12:17 11:49:13,"Cape Town, South Africa","['Poll', 'ANCConference', 'ANCVotes', 'ANC', 'ANC54', 'ANCConference2017', 'ANC54Conference']"
watching paint dry less agonising waiting election anc president,17:12:17 11:11:51,Pretoria,['ANC']
ramaphosa buys anc delegates votes expense bidvest luxury stay anc54,17:12:17 10:37:08,South Africa,"['Ramaphosa', 'ANC', 'ANC54']"
anc jessie duarte confirms credentials adopted later nominations top six put forward voting expected afternoon results tomorrow morning sabcnews,17:12:17 10:23:04,Johannesburg,"['ANC', 'sabcnews']"
anc nec voting take place later today results tentatively announced monday morning anc ancdecides anc54,17:12:17 10:22:44,"Cape Town, South Africa","['anc', 'ANCdecides', 'ANC54']"
total 4326 delegates approved vote leader anc,17:12:17 10:11:24,"Johannesburg, South Africa",['ANC']
retweeted povo news anc 54th national conference voting delegates wc 136 gp 491 mp 708 nw,17:12:17 10:11:19,South Africa,['ANC']
anc confirms elective conference agreed delegates allowed cast vote partys leader thats one big hurdle cleared anc54,17:12:17 10:08:08,"Johannesburg, South Africa","['ANC', 'ANC54']"
breaking news cyrilramaphosa trying collapse anc elective conference ramaphosaleaks novoteramaphosa paradisepapers,17:12:17 09:16:50,South Africa,"['CyrilRamaphosa', 'ANC', 'Ramaphosaleaks', 'NoVoteRamaphosa', 'ParaDisePapers']"
anc54 limpopo anc chairperson premier stan mathabatha reassures nominations voting top6 definitely happen today news,17:12:17 08:40:15,South Africa,"['ANC54', 'ANC', 'Top6']"
ramaphosa wins election confirms anc sold whites give select think work public benefits cannot give rising nation peoples savesa,17:12:17 07:38:00,South Africa,"['ramaphosa', 'ANC', 'whites', 'SA', 'Public']"
next anc president dlaminizuma cyrilramaphosa already declared public online voting whitemedia coming back back fake propaganda help succeeding ramaphosa showing dont get distracted fake news channels,17:12:17 07:28:38,South Africa,"['ANC', 'DlaminiZuma', 'CyrilRamaphosa', 'whitemedia', 'fake', 'ramaphosa']"
1 elective conference updatezuma bemoans anc infighting presidentjacobzuma anc infights freehighereducation presidentialelection nkosazanadlaminizuma cyrilramaphosa electiveconfrence,17:12:17 05:40:17,South Africa,"['PresidentJacobZuma', 'ANC', 'Infights', 'FreeHigherEducation', 'PresidentialElection', 'NkosazanaDlaminiZuma', 'CyrilRamaphosa', 'ElectiveConfrence']"
indications cr17 ramaphosa election ancconference anc54 ancconference2017 anc,17:12:17 05:36:03,South Africa,"['CR17', 'ANCConference', 'ANC54', 'ANCConference2017', 'ANC']"
anc insist antiquated system result zuma mafia always going steal election wonder anc unable run country 55mil anc54,17:12:17 05:22:39,South Africa,"['ANC', 'Zuma', 'ANC54']"
corruption vote rigging anc best anc54,17:12:17 05:20:57,South Africa,"['ANC', 'ANC54']"
welcome first ramaphosa presidency ancconference2017 anc54thnationalconference cr17 ancvotes cr17siyavuma anc ancconference,17:12:17 05:18:56,South Africa,"['ANCConference2017', 'ANC54thNationalConference', 'CR17', 'ANCVotes', 'CR17Siyavuma', 'ANC', 'ANCConference']"
anc lack credible opposition politics recent years put us voters hard place,17:12:17 05:05:28,South Africa,['ANC']
welcome first ramaphosa presidency ancconference2017 anc54thnationalconference cr17 ancvotes cr17siyavuma anc ancconference,17:12:17 03:27:24,South Africa,"['ANCConference2017', 'ANC54thNationalConference', 'CR17', 'ANCVotes', 'CR17Siyavuma', 'ANC', 'ANCConference']"
welcome first ramaphosa presidency ancconference2017 anc54thnationalconference cr17 ancvotes cr17siyavuma anc ancconference,17:12:17 03:27:13,South Africa,"['ANCConference2017', 'ANC54thNationalConference', 'CR17', 'ANCVotes', 'CR17Siyavuma', 'ANC', 'ANCConference']"
